<<<<<<< HEAD
# -*- coding: utf-8 -*-,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Experiment: fNIRSandGerbils,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Ear,Times,,,,,,,,,,,,,,,,,,,
emayatest,9,3/28/2023,9,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\16_scrambled.wav,b,0.853,2.915,4.829,,,,,,,,,,,,,,,,,
emayatest,10,3/28/2023,10,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\21_unscrambled.wav,b,0.924,1.525,2.145,3.366,4.358,5.581,,,,,,,,,,,,,,
emayatest,11,3/28/2023,11,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\17_scrambled.wav,b,0.917,1.598,3.597,,,,,,,,,,,,,,,,,
emayatest,12,3/28/2023,12,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\24_unscrambled.wav,b,2.619,4.377,5.053,,,,,,,,,,,,,,,,,
emayatest,13,3/28/2023,13,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\1_scrambled.wav,b,0.826,1.056,3.354,5.34,,,,,,,,,,,,,,,,
emayatest,14,3/28/2023,14,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\25_unscrambled.wav,b,2.83,3.356,5.115,,,,,,,,,,,,,,,,,
emayatest,15,3/28/2023,15,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\20_scrambled.wav,b,0.981,2.127,3.19,5.119,,,,,,,,,,,,,,,,
emayatest,16,3/28/2023,16,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\27_unscrambled.wav,b,0.983,1.74,3.039,4.724,6.268,,,,,,,,,,,,,,,
emayatest,17,3/28/2023,17,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\22_scrambled.wav,b,1.238,2.307,3.684,5.059,,,,,,,,,,,,,,,,
emayatest,18,3/28/2023,18,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\29_unscrambled.wav,b,0.972,2.036,2.713,4.083,,,,,,,,,,,,,,,,
emayatest,19,3/28/2023,19,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\23_scrambled.wav,b,0.752,1.435,,,,,,,,,,,,,,,,,,
emayatest,20,3/28/2023,20,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\2_unscrambled.wav,b,2.085,3.85,,,,,,,,,,,,,,,,,,
emayatest,21,3/28/2023,21,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\26_scrambled.wav,b,1.683,2.997,3.847,4.857,,,,,,,,,,,,,,,,
emayatest,22,3/28/2023,22,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\30_unscrambled.wav,b,0.777,2.31,3.3,4.287,,,,,,,,,,,,,,,,
emayatest,23,3/28/2023,23,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\28_scrambled.wav,b,0.682,1.596,3.206,3.579,5.112,,,,,,,,,,,,,,,
emayatest,24,3/28/2023,24,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\34_unscrambled.wav,b,0.593,2.119,3.122,,,,,,,,,,,,,,,,,
emayatest,25,3/28/2023,25,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\31_scrambled.wav,b,0.75,4.522,,,,,,,,,,,,,,,,,,
emayatest,26,3/28/2023,26,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\38_unscrambled.wav,b,0.53,2.914,4.069,5.599,,,,,,,,,,,,,,,,
emayatest,27,3/28/2023,27,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\32_scrambled.wav,b,3.939,,,,,,,,,,,,,,,,,,,
emayatest,28,3/28/2023,28,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\39_unscrambled.wav,b,1.517,2.817,3.575,,,,,,,,,,,,,,,,,
emayatest,29,3/28/2023,29,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\33_scrambled.wav,b,0.676,2.906,4.361,5.196,,,,,,,,,,,,,,,,
emayatest,30,3/28/2023,30,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\40_unscrambled.wav,b,0.596,2.432,2.585,4.34,,,,,,,,,,,,,,,,
emayatest,31,3/28/2023,31,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\35_scrambled.wav,b,0.838,4.382,,,,,,,,,,,,,,,,,,
emayatest,32,3/28/2023,32,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\43_unscrambled.wav,b,0.687,1.829,3.05,4.963,,,,,,,,,,,,,,,,
emayatest,33,3/28/2023,33,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\36_scrambled.wav,b,2.532,3.139,4.128,4.578,,,,,,,,,,,,,,,,
emayatest,34,3/28/2023,34,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\44_unscrambled.wav,b,0.771,1.606,2.451,4.911,5.981,,,,,,,,,,,,,,,
emayatest,35,3/28/2023,35,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\37_scrambled.wav,b,0.841,3.764,4.057,,,,,,,,,,,,,,,,,
emayatest,36,3/28/2023,36,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\45_unscrambled.wav,b,0.529,2.082,3.378,4.519,,,,,,,,,,,,,,,,
emayatest,37,3/28/2023,37,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\3_scrambled.wav,b,1.696,2.912,3.204,,,,,,,,,,,,,,,,,
emayatest,38,3/28/2023,38,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\48_unscrambled.wav,b,0.755,2.829,5.04,,,,,,,,,,,,,,,,,
emayatest,39,3/28/2023,39,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\41_scrambled.wav,b,0.745,1.748,3.661,4.494,,,,,,,,,,,,,,,,
emayatest,40,3/28/2023,40,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\4_unscrambled.wav,b,1.824,2.884,3.95,5.502,,,,,,,,,,,,,,,,
emayatest,41,3/28/2023,41,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\42_scrambled.wav,b,1.134,3.903,5.501,,,,,,,,,,,,,,,,,
emayatest,42,3/28/2023,42,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\5_unscrambled.wav,b,2.373,2.665,4.656,,,,,,,,,,,,,,,,,
emayatest,43,3/28/2023,43,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\46_scrambled.wav,b,1.373,3.514,3.807,5.724,,,,,,,,,,,,,,,,
emayatest,44,3/28/2023,44,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\6_unscrambled.wav,b,2.408,3.321,4.394,5.09,,,,,,,,,,,,,,,,
emayatest,45,3/28/2023,45,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\47_scrambled.wav,b,0.984,2.751,4.517,5.587,,,,,,,,,,,,,,,,
emayatest,46,3/28/2023,46,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\7_unscrambled.wav,b,1.054,3.128,4.277,,,,,,,,,,,,,,,,,
emayatest,47,3/28/2023,47,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\8_scrambled.wav,b,1.147,1.909,4.521,,,,,,,,,,,,,,,,,
emayatest,48,3/28/2023,48,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\9_unscrambled.wav,b,0.989,2.06,2.586,5.063,,,,,,,,,,,,,,,,
emayatest,1,3/28/2023,1,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\12_scrambled.wav,b,1.277,2.028,5.089,,,,,,,,,,,,,,,,,
emayatest,2,3/28/2023,2,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\10_unscrambled.wav,b,1.37,2.292,3.739,5.336,,,,,,,,,,,,,,,,
emayatest,3,3/28/2023,3,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\20_scrambled.wav,b,1.754,4.734,5.645,,,,,,,,,,,,,,,,,
emayatest,4,3/28/2023,4,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\11_unscrambled.wav,b,2.658,3.808,,,,,,,,,,,,,,,,,,
emayatest,5,3/28/2023,5,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\21_scrambled.wav,b,1.665,4.341,5.785,,,,,,,,,,,,,,,,,
emayatest,6,3/28/2023,6,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\13_unscrambled.wav,b,1.591,4.043,5.337,,,,,,,,,,,,,,,,,
emayatest,7,3/28/2023,7,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\22_scrambled.wav,b,1.145,2.829,4.506,5.655,,,,,,,,,,,,,,,,
emayatest,8,3/28/2023,8,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\14_unscrambled.wav,b,3.53,3.899,5.113,,,,,,,,,,,,,,,,,
emayatest,9,3/28/2023,9,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\25_scrambled.wav,b,2.125,3.336,4.563,,,,,,,,,,,,,,,,,
emayatest,10,3/28/2023,10,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\15_unscrambled.wav,b,2.219,4.143,5.359,,,,,,,,,,,,,,,,,
emayatest,11,3/28/2023,11,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\26_scrambled.wav,b,1.668,2.877,3.861,,,,,,,,,,,,,,,,,
emayatest,12,3/28/2023,12,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\16_unscrambled.wav,b,1.901,2.729,4.098,5.539,,,,,,,,,,,,,,,,
emayatest,13,3/28/2023,13,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\27_scrambled.wav,b,1.233,2.295,5.508,,,,,,,,,,,,,,,,,
emayatest,14,3/28/2023,14,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\17_unscrambled.wav,b,1.828,2.598,3.903,5.269,,,,,,,,,,,,,,,,
emayatest,15,3/28/2023,15,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\28_scrambled.wav,b,1.508,2.568,3.396,5.301,,,,,,,,,,,,,,,,
emayatest,16,3/28/2023,16,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\18_unscrambled.wav,b,2.745,3.588,5.042,,,,,,,,,,,,,,,,,
emayatest,17,3/28/2023,17,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\32_scrambled.wav,b,2.368,3.435,4.81,,,,,,,,,,,,,,,,,
emayatest,18,3/28/2023,18,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\19_unscrambled.wav,b,1.59,3.727,4.792,,,,,,,,,,,,,,,,,
emayatest,19,3/28/2023,19,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\33_scrambled.wav,b,2.545,3.924,5.534,,,,,,,,,,,,,,,,,
emayatest,20,3/28/2023,20,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\1_unscrambled.wav,b,2.301,3.212,4.203,,,,,,,,,,,,,,,,,
emayatest,21,3/28/2023,21,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\34_scrambled.wav,b,1.372,3.053,5.128,,,,,,,,,,,,,,,,,
emayatest,22,3/28/2023,22,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\23_unscrambled.wav,b,1.283,2.88,5.02,,,,,,,,,,,,,,,,,
emayatest,23,3/28/2023,23,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\36_scrambled.wav,b,1.974,4.26,5.169,,,,,,,,,,,,,,,,,
emayatest,24,3/28/2023,24,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\24_unscrambled.wav,b,1.528,2.903,4.115,4.716,,,,,,,,,,,,,,,,
emayatest,25,3/28/2023,25,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\38_scrambled.wav,b,2.52,4.296,5.516,,,,,,,,,,,,,,,,,
emayatest,26,3/28/2023,26,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\29_unscrambled.wav,b,1.677,2.525,3.903,5.201,5.723,,,,,,,,,,,,,,,
emayatest,27,3/28/2023,27,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\39_scrambled.wav,b,1.442,2.587,4.666,,,,,,,,,,,,,,,,,
emayatest,28,3/28/2023,28,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\2_unscrambled.wav,b,1.142,2.511,5.197,,,,,,,,,,,,,,,,,
emayatest,29,3/28/2023,29,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\40_scrambled.wav,b,1.76,3.981,5.12,,,,,,,,,,,,,,,,,
emayatest,30,3/28/2023,30,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\30_unscrambled.wav,b,1.607,2.593,3.806,5.719,,,,,,,,,,,,,,,,
emayatest,31,3/28/2023,31,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\41_scrambled.wav,b,2.752,3.579,4.95,,,,,,,,,,,,,,,,,
emayatest,32,3/28/2023,32,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\31_unscrambled.wav,b,1.287,3.968,5.259,,,,,,,,,,,,,,,,,
emayatest,33,3/28/2023,33,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\43_scrambled.wav,b,2.526,4.441,5.268,,,,,,,,,,,,,,,,,
emayatest,34,3/28/2023,34,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\35_unscrambled.wav,b,1.584,3.949,5.105,,,,,,,,,,,,,,,,,
emayatest,35,3/28/2023,35,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\44_scrambled.wav,b,1.356,2.801,3.634,,,,,,,,,,,,,,,,,
emayatest,36,3/28/2023,36,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\37_unscrambled.wav,b,2.129,4.114,5.333,,,,,,,,,,,,,,,,,
emayatest,37,3/28/2023,37,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\47_scrambled.wav,b,1.593,2.42,3.709,,,,,,,,,,,,,,,,,
emayatest,38,3/28/2023,38,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\3_unscrambled.wav,b,1.676,2.814,3.876,5.406,,,,,,,,,,,,,,,,
emayatest,39,3/28/2023,39,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\48_scrambled.wav,b,1.517,2.426,3.182,4.087,,,,,,,,,,,,,,,,
emayatest,40,3/28/2023,40,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\42_unscrambled.wav,b,1.765,3.281,4.566,5.624,,,,,,,,,,,,,,,,
emayatest,41,3/28/2023,41,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\4_scrambled.wav,b,2.757,3.585,,,,,,,,,,,,,,,,,,
emayatest,42,3/28/2023,42,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\45_unscrambled.wav,b,3.277,4.183,5.87,,,,,,,,,,,,,,,,,
emayatest,43,3/28/2023,43,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\6_scrambled.wav,b,2.069,3.973,4.959,,,,,,,,,,,,,,,,,
emayatest,44,3/28/2023,44,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\46_unscrambled.wav,b,1.988,2.747,4.121,5.42,,,,,,,,,,,,,,,,
emayatest,45,3/28/2023,45,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\8_scrambled.wav,b,1.137,3.901,5.605,,,,,,,,,,,,,,,,,
emayatest,46,3/28/2023,46,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\5_unscrambled.wav,b,2.374,3.592,4.906,,,,,,,,,,,,,,,,,
emayatest,47,3/28/2023,47,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\scrambled\9_scrambled.wav,b,1.677,2.364,5.584,,,,,,,,,,,,,,,,,
emayatest,48,3/28/2023,48,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_emayatest\unscrambled\7_unscrambled.wav,b,2.604,3.974,5.263,6.263,,,,,,,,,,,,,,,,
bentest,1,3/29/2023,1,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\10_scrambled.wav,b,2.843,3.733,4.953,,,,,,,,,,,,,,,,,
bentest,2,3/29/2023,2,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\13_unscrambled.wav,b,1.318,2.189,3.909,,,,,,,,,,,,,,,,,
bentest,3,3/29/2023,3,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\11_scrambled.wav,b,1.392,3.112,5.512,,,,,,,,,,,,,,,,,
bentest,4,3/29/2023,4,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\17_unscrambled.wav,b,1.582,2.523,4.73,,,,,,,,,,,,,,,,,
bentest,5,3/29/2023,5,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\12_scrambled.wav,b,2.763,3.933,5.193,,,,,,,,,,,,,,,,,
bentest,6,3/29/2023,6,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\20_unscrambled.wav,b,1.599,3.349,4.489,,,,,,,,,,,,,,,,,
bentest,7,3/29/2023,7,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\14_scrambled.wav,b,2.124,3.754,4.934,,,,,,,,,,,,,,,,,
bentest,8,3/29/2023,8,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\22_unscrambled.wav,b,1.752,3.162,4.692,,,,,,,,,,,,,,,,,
bentest,9,3/29/2023,9,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\15_scrambled.wav,b,1.523,3.503,4.763,,,,,,,,,,,,,,,,,
bentest,10,3/29/2023,10,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\23_unscrambled.wav,b,2.533,4.273,5.533,,,,,,,,,,,,,,,,,
bentest,11,3/29/2023,11,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\16_scrambled.wav,b,1.572,4.112,4.972,,,,,,,,,,,,,,,,,
bentest,12,3/29/2023,12,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\26_unscrambled.wav,b,1.822,3.882,4.813,,,,,,,,,,,,,,,,,
bentest,13,3/29/2023,13,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\18_scrambled.wav,b,1.403,3.053,4.892,,,,,,,,,,,,,,,,,
bentest,14,3/29/2023,14,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\33_unscrambled.wav,b,1.84,4.31,,,,,,,,,,,,,,,,,,
bentest,15,3/29/2023,15,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\19_scrambled.wav,b,2.124,3.304,4.954,,,,,,,,,,,,,,,,,
bentest,16,3/29/2023,16,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\35_unscrambled.wav,b,2.733,3.983,5.019,,,,,,,,,,,,,,,,,
bentest,17,3/29/2023,17,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\1_scrambled.wav,b,1.654,2.663,4.954,,,,,,,,,,,,,,,,,
bentest,18,3/29/2023,18,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\36_unscrambled.wav,b,2.208,3.388,4.698,5.728,,,,,,,,,,,,,,,,
bentest,19,3/29/2023,19,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\21_scrambled.wav,b,2.513,3.373,4.933,,,,,,,,,,,,,,,,,
bentest,20,3/29/2023,20,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\38_unscrambled.wav,b,2.882,3.882,5.36,,,,,,,,,,,,,,,,,
bentest,21,3/29/2023,21,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\24_scrambled.wav,b,2.103,2.943,3.733,,,,,,,,,,,,,,,,,
bentest,22,3/29/2023,22,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\39_unscrambled.wav,b,1.339,3.209,4.408,5.669,,,,,,,,,,,,,,,,
bentest,23,3/29/2023,23,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\25_scrambled.wav,b,1.392,4.112,5.352,,,,,,,,,,,,,,,,,
bentest,24,3/29/2023,24,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\3_unscrambled.wav,b,1.981,3.522,4.382,5.311,,,,,,,,,,,,,,,,
bentest,25,3/29/2023,25,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\27_scrambled.wav,b,1.802,3.302,5.332,,,,,,,,,,,,,,,,,
bentest,26,3/29/2023,26,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\40_unscrambled.wav,b,1.257,3.777,5.377,,,,,,,,,,,,,,,,,
bentest,27,3/29/2023,27,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\28_scrambled.wav,b,1.173,2.123,2.893,,,,,,,,,,,,,,,,,
bentest,28,3/29/2023,28,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\41_unscrambled.wav,b,1.253,2.482,5.403,,,,,,,,,,,,,,,,,
bentest,29,3/29/2023,29,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\29_scrambled.wav,b,1.511,3.301,4.692,,,,,,,,,,,,,,,,,
bentest,30,3/29/2023,30,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\42_unscrambled.wav,b,1.332,2.592,3.772,5.332,,,,,,,,,,,,,,,,
bentest,31,3/29/2023,31,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\2_scrambled.wav,b,1.102,4.172,5.431,,,,,,,,,,,,,,,,,
bentest,32,3/29/2023,32,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\44_unscrambled.wav,b,1.752,3.332,4.512,,,,,,,,,,,,,,,,,
bentest,33,3/29/2023,33,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\30_scrambled.wav,b,1.723,3.053,5.053,,,,,,,,,,,,,,,,,
bentest,34,3/29/2023,34,2,unscrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\unscrambled\45_unscrambled.wav,b,1.084,3.094,4.914,,,,,,,,,,,,,,,,,
bentest,35,3/29/2023,35,1,scrambled,C:\Users\benri\Documents\GitHub\fNIRSandGerbils\stim\s_bentest\scrambled\31_scrambled.wav,b,2.393,3.173,4.112,5.152,,,,,,,,,,,,,,,,
